clip,frame,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,Blendshape_0,Blendshape_1,Blendshape_2,Blendshape_3,Blendshape_4,Blendshape_5,Blendshape_6,Blendshape_7,Blendshape_8,Blendshape_9,Blendshape_10,Blendshape_11,Blendshape_12,Blendshape_13,Blendshape_14,Blendshape_15,Blendshape_16,Blendshape_17,Blendshape_18,Blendshape_19,Blendshape_20,Blendshape_21,Blendshape_22,Blendshape_23,Blendshape_24,Blendshape_25,Blendshape_26,Blendshape_27,Blendshape_28,Blendshape_29,Blendshape_30,Blendshape_31,Blendshape_32,Blendshape_33,Blendshape_34,Blendshape_35,Blendshape_36,Blendshape_37,Blendshape_38,Blendshape_39,Blendshape_40,Blendshape_41,Blendshape_42,Blendshape_43,Blendshape_44,Blendshape_45,Blendshape_46,Blendshape_47,Blendshape_48,Blendshape_49,Blendshape_50,Blendshape_51,Blendshape_52,Blendshape_53,Blendshape_54,Blendshape_55,Blendshape_56,Blendshape_57,Blendshape_58,Blendshape_59,Blendshape_60,Blendshape_61,Blendshape_62,Blendshape_63,Blendshape_64,Blendshape_65,Blendshape_66,Blendshape_67,
0,0,-0.00569436,-0.04962513,-0.02381137,0.9984677,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,19,0,74,43,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.006089821,-0.04925364,-0.01841806,0.9985978,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,5.466667,0,0,0,0,0,0,22.4,31.73333,4.733334,0,0,0,0,0,0,0,0,0,0,0,26.46667,0,0,0,17.73333,0,69.06667,45.33333,0,0,0,0,0,0,0,0,0,5.933334,0
0,2,-0.006481169,-0.0488792,-0.01302395,0.9986988,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,10.93333,0,0,0,0,0,0,20.8,29.46667,9.466667,0,0,0,0,0,0,0,0,0,0,0,29.93333,0,0,0,16.46667,0,64.13333,47.66667,0,0,0,0,0,0,0,0,0,11.86667,0
0,3,-0.006868911,-0.0485021,-0.007629201,0.9987703,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,16.4,0,0,0,0,0,0,19.2,27.2,14.2,0,0,0,0,0,0,0,0,0,0,0,33.4,0,0,0,15.2,0,59.2,50,0,0,0,0,0,0,0,0,0,17.8,0
0,4,-0.007252499,-0.04812224,-0.002233969,0.9988127,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,21.86667,0,0,0,0,0,0,17.6,24.93333,18.93333,0,0,0,0,0,0,0,0,0,0,0,36.86667,0,0,0,13.93333,0,54.26667,52.33333,0,0,0,0,0,0,0,0,0,23.73334,0
0,5,-0.007632447,-0.04773953,0.003161569,0.9988257,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,27.33333,0,0,0,0,0,0,16,22.66667,23.66667,0,0,0,0,0,0,0,0,0,0,0,40.33333,0,0,0,12.66667,0,49.33333,54.66667,0,0,0,0,0,0,0,0,0,29.66667,0
0,6,-0.008008203,-0.04735424,0.008557274,0.9988094,0,0,0,0,0,0,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8.400001,0,0,0,32.8,0,0,0,0,0,0,14.4,20.4,28.4,0,0,0,0,0,0,0,0,0,0,0,43.8,0,0,0,11.4,0,44.4,57,0,0,0,0,0,0,0,0,0,35.6,0
0,7,-0.008380284,-0.0469663,0.01395297,0.9987639,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,38.26667,0,0,0,0,0,0,12.8,18.13333,33.13334,0,0,0,0,0,0,0,0,0,0,0,47.26667,0,0,0,10.13333,0,39.46667,59.33333,0,0,0,0,0,0,0,0,0,41.53333,0
0,8,-0.008748136,-0.04657559,0.01934851,0.9986891,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,43.73334,0,0,0,0,0,0,11.2,15.86667,37.86667,0,0,0,0,0,0,0,0,0,0,0,50.73333,0,0,0,8.866666,0,34.53333,61.66667,0,0,0,0,0,0,0,0,0,47.46667,0
0,9,-0.009112276,-0.04618241,0.02474372,0.998585,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,49.2,0,0,0,0,0,0,9.599999,13.6,42.6,0,0,0,0,0,0,0,0,0,0,0,54.2,0,0,0,7.599999,0,29.6,64,0,0,0,0,0,0,0,0,0,53.4,0
